route_id,service_id,trip_id,shape_id,trip_headsign,direction_id,block_id,wheelchair_accessible,bikes_allowed
"aus:vic:vic-01-ABY:","T2_1","01-ABY--10-T2-8605","1-ABY-mjp-10.1.H","Albury","0","","1","1"
"aus:vic:vic-01-ABY:","T2_1","01-ABY--10-T2-8610","1-ABY-mjp-10.2.R","Southern Cross","1","","1","1"
"aus:vic:vic-01-ABY:","T2_1","01-ABY--10-T2-8612","1-ABY-mjp-10.2.R","Southern Cross","1","","1","1"
"aus:vic:vic-01-ABY:","T2_1","01-ABY--10-T2-8615","1-ABY-mjp-10.1.H","Albury","0","","1","1"
"aus:vic:vic-01-ABY:","T2_1","01-ABY--10-T2-8620","1-ABY-mjp-10.2.R","Southern Cross","1","","1","1"
"aus:vic:vic-01-ABY:","T2_1","01-ABY--10-T2-8625","1-ABY-mjp-10.1.H","Albury","0","","1","1"
"aus:vic:vic-01-ABY:","T3_1","01-ABY--11-T3-8605","1-ABY-mjp-11.1.H","Albury","0","","1","1"
"aus:vic:vic-01-ABY:","T3_1","01-ABY--11-T3-8610","1-ABY-mjp-11.2.R","Southern Cross","1","","1","1"
"aus:vic:vic-01-ABY:","T3_1","01-ABY--11-T3-8615","1-ABY-mjp-11.1.H","Albury","0","","1","1"
"aus:vic:vic-01-ABY:","T3_1","01-ABY--11-T3-8617","1-ABY-mjp-11.1.H","Albury","0","","1","1"
"aus:vic:vic-01-ABY:","T3_1","01-ABY--11-T3-8620","1-ABY-mjp-11.2.R","Southern Cross","1","","1","1"
"aus:vic:vic-01-ABY:","T3_1","01-ABY--11-T3-8625","1-ABY-mjp-11.1.H","Albury","0","","1","1"
"aus:vic:vic-01-ABY:","T3_1","01-ABY--11-T3-8630","1-ABY-mjp-11.2.R","Southern Cross","1","","1","1"
"aus:vic:vic-01-ABY:","T0_5","01-ABY--12-T0-8605","1-ABY-mjp-12.1.H","Albury","0","","1","1"
"aus:vic:vic-01-ABY:","T0_5","01-ABY--12-T0-8610","1-ABY-mjp-12.2.R","Southern Cross","1","","1","1"
"aus:vic:vic-01-ABY:","T0_5","01-ABY--12-T0-8615","1-ABY-mjp-12.1.H","Albury","0","","1","1"
"aus:vic:vic-01-ABY:","T0_5","01-ABY--12-T0-8620","1-ABY-mjp-12.2.R","Southern Cross","1","","1","1"
"aus:vic:vic-01-ABY:","T0_5","01-ABY--12-T0-8625","1-ABY-mjp-12.1.H","Albury","0","","1","1"
"aus:vic:vic-01-ABY:","T0_6","01-ABY--13-T0-8605","1-ABY-mjp-13.1.H","Albury","0","","1","1"
"aus:vic:vic-01-ABY:","T0_6","01-ABY--13-T0-8610","1-ABY-mjp-13.2.R","Southern Cross","1","","1","1"
"aus:vic:vic-01-ABY:","T0_6","01-ABY--13-T0-8615","1-ABY-mjp-13.1.H","Albury","0","","1","1"
"aus:vic:vic-01-ABY:","T0_6","01-ABY--13-T0-8620","1-ABY-mjp-13.2.R","Southern Cross","1","","1","1"
"aus:vic:vic-01-ABY:","T0_6","01-ABY--13-T0-8625","1-ABY-mjp-13.1.H","Albury","0","","1","1"
"aus:vic:vic-01-ABY:","T0+WD08_1","01-ABY--14-T0_WD08-8630","1-ABY-mjp-14.2.R","Southern Cross","1","","1","1"
"aus:vic:vic-01-ABY:","T0_7","01-ABY--14-T0-8605","1-ABY-mjp-14.1.H","Albury","0","","1","1"
"aus:vic:vic-01-ABY:","T0_7","01-ABY--14-T0-8610","1-ABY-mjp-14.2.R","Southern Cross","1","","1","1"
"aus:vic:vic-01-ABY:","T0_7","01-ABY--14-T0-8615","1-ABY-mjp-14.1.H","Albury","0","","1","1"
"aus:vic:vic-01-ABY:","T0_7","01-ABY--14-T0-8620","1-ABY-mjp-14.2.R","Southern Cross","1","","1","1"
"aus:vic:vic-01-ABY:","T0_7","01-ABY--14-T0-8625","1-ABY-mjp-14.1.H","Albury","0","","1","1"
"aus:vic:vic-01-ABY:","T2_2","01-ABY--14-T2-8605","1-ABY-mjp-14.1.H","Albury","0","","1","1"
"aus:vic:vic-01-ABY:","T2_2","01-ABY--14-T2-8610","1-ABY-mjp-14.2.R","Southern Cross","1","","1","1"
"aus:vic:vic-01-ABY:","T2_2","01-ABY--14-T2-8612","1-ABY-mjp-14.2.R","Southern Cross","1","","1","1"
"aus:vic:vic-01-ABY:","T2_2","01-ABY--14-T2-8615","1-ABY-mjp-14.1.H","Albury","0","","1","1"
"aus:vic:vic-01-ABY:","T2_2","01-ABY--14-T2-8620","1-ABY-mjp-14.2.R","Southern Cross","1","","1","1"
"aus:vic:vic-01-ABY:","T2_2","01-ABY--14-T2-8625","1-ABY-mjp-14.1.H","Albury","0","","1","1"
"aus:vic:vic-01-ABY:","T3_2","01-ABY--14-T3-8605","1-ABY-mjp-14.1.H","Albury","0","","1","1"
"aus:vic:vic-01-ABY:","T3_2","01-ABY--14-T3-8610","1-ABY-mjp-14.2.R","Southern Cross","1","","1","1"
"aus:vic:vic-01-ABY:","T3_2","01-ABY--14-T3-8615","1-ABY-mjp-14.1.H","Albury","0","","1","1"
"aus:vic:vic-01-ABY:","T3_2","01-ABY--14-T3-8617","1-ABY-mjp-14.1.H","Albury","0","","1","1"
"aus:vic:vic-01-ABY:","T3_2","01-ABY--14-T3-8620","1-ABY-mjp-14.2.R","Southern Cross","1","","1","1"
"aus:vic:vic-01-ABY:","T3_2","01-ABY--14-T3-8625","1-ABY-mjp-14.1.H","Albury","0","","1","1"
"aus:vic:vic-01-ABY:","T3_2","01-ABY--14-T3-8630","1-ABY-mjp-14.2.R","Southern Cross","1","","1","1"
"aus:vic:vic-01-ABY:","T0","01-ABY--3-T0-8605","1-ABY-mjp-3.1.H","Albury","0","","1","1"
"aus:vic:vic-01-ABY:","T0","01-ABY--3-T0-8610","1-ABY-mjp-3.3.R","Southern Cross","1","","1","1"
"aus:vic:vic-01-ABY:","T0","01-ABY--3-T0-8615","1-ABY-mjp-3.1.H","Albury","0","","1","1"
"aus:vic:vic-01-ABY:","T0","01-ABY--3-T0-8620","1-ABY-mjp-3.3.R","Southern Cross","1","","1","1"
"aus:vic:vic-01-ABY:","T0","01-ABY--3-T0-8625","1-ABY-mjp-3.1.H","Albury","0","","1","1"
"aus:vic:vic-01-ABY:","T0","01-ABY--3-T0-8630","1-ABY-mjp-3.3.R","Southern Cross","1","","1","1"
"aus:vic:vic-01-ABY:","T0_1","01-ABY--4-T0-8605","1-ABY-mjp-4.1.H","Albury","0","","1","1"
"aus:vic:vic-01-ABY:","T0_1","01-ABY--4-T0-8610","1-ABY-mjp-4.3.R","Southern Cross","1","","1","1"
"aus:vic:vic-01-ABY:","T0_1","01-ABY--4-T0-8615","1-ABY-mjp-4.1.H","Albury","0","","1","1"
"aus:vic:vic-01-ABY:","T0_1","01-ABY--4-T0-8620","1-ABY-mjp-4.3.R","Southern Cross","1","","1","1"
"aus:vic:vic-01-ABY:","T0_1","01-ABY--4-T0-8625","1-ABY-mjp-4.1.H","Albury","0","","1","1"
"aus:vic:vic-01-ABY:","T0_1","01-ABY--4-T0-8630","1-ABY-mjp-4.3.R","Southern Cross","1","","1","1"
"aus:vic:vic-01-ABY:","T2","01-ABY--5-T2-8605","1-ABY-mjp-5.1.H","Albury","0","","1","1"
"aus:vic:vic-01-ABY:","T2","01-ABY--5-T2-8610","1-ABY-mjp-5.2.R","Southern Cross","1","","1","1"
"aus:vic:vic-01-ABY:","T2","01-ABY--5-T2-8612","1-ABY-mjp-5.2.R","Southern Cross","1","","1","1"
"aus:vic:vic-01-ABY:","T2","01-ABY--5-T2-8615","1-ABY-mjp-5.1.H","Albury","0","","1","1"
"aus:vic:vic-01-ABY:","T2","01-ABY--5-T2-8620","1-ABY-mjp-5.2.R","Southern Cross","1","","1","1"
"aus:vic:vic-01-ABY:","T2","01-ABY--5-T2-8625","1-ABY-mjp-5.1.H","Albury","0","","1","1"
"aus:vic:vic-01-ABY:","T3","01-ABY--6-T3-8605","1-ABY-mjp-6.1.H","Albury","0","","1","1"
"aus:vic:vic-01-ABY:","T3","01-ABY--6-T3-8610","1-ABY-mjp-6.2.R","Southern Cross","1","","1","1"
"aus:vic:vic-01-ABY:","T3","01-ABY--6-T3-8615","1-ABY-mjp-6.1.H","Albury","0","","1","1"
"aus:vic:vic-01-ABY:","T3","01-ABY--6-T3-8617","1-ABY-mjp-6.1.H","Albury","0","","1","1"
"aus:vic:vic-01-ABY:","T3","01-ABY--6-T3-8620","1-ABY-mjp-6.2.R","Southern Cross","1","","1","1"
"aus:vic:vic-01-ABY:","T3","01-ABY--6-T3-8625","1-ABY-mjp-6.1.H","Albury","0","","1","1"
"aus:vic:vic-01-ABY:","T3","01-ABY--6-T3-8630","1-ABY-mjp-6.2.R","Southern Cross","1","","1","1"
"aus:vic:vic-01-ABY:","T0_2","01-ABY--7-T0-8605","1-ABY-mjp-7.1.H","Albury","0","","1","1"
"aus:vic:vic-01-ABY:","T0_2","01-ABY--7-T0-8610","1-ABY-mjp-7.2.R","Southern Cross","1","","1","1"
"aus:vic:vic-01-ABY:","T0_2","01-ABY--7-T0-8615","1-ABY-mjp-7.1.H","Albury","0","","1","1"
"aus:vic:vic-01-ABY:","T0_2","01-ABY--7-T0-8620","1-ABY-mjp-7.2.R","Southern Cross","1","","1","1"
"aus:vic:vic-01-ABY:","T0_2","01-ABY--7-T0-8625","1-ABY-mjp-7.1.H","Albury","0","","1","1"
"aus:vic:vic-01-ABY:","T0+WD08","01-ABY--8-T0_WD08-8630","1-ABY-mjp-8.2.R","Southern Cross","1","","1","1"
"aus:vic:vic-01-ABY:","T0_3","01-ABY--8-T0-8605","1-ABY-mjp-8.1.H","Albury","0","","1","1"
"aus:vic:vic-01-ABY:","T0_3","01-ABY--8-T0-8610","1-ABY-mjp-8.2.R","Southern Cross","1","","1","1"
"aus:vic:vic-01-ABY:","T0_3","01-ABY--8-T0-8615","1-ABY-mjp-8.1.H","Albury","0","","1","1"
"aus:vic:vic-01-ABY:","T0_3","01-ABY--8-T0-8620","1-ABY-mjp-8.2.R","Southern Cross","1","","1","1"
"aus:vic:vic-01-ABY:","T0_3","01-ABY--8-T0-8625","1-ABY-mjp-8.1.H","Albury","0","","1","1"
"aus:vic:vic-01-ABY:","T0_4","01-ABY--9-T0-8605","1-ABY-mjp-9.1.H","Albury","0","","1","1"
"aus:vic:vic-01-ABY:","T0_4","01-ABY--9-T0-8610","1-ABY-mjp-9.2.R","Southern Cross","1","","1","1"
"aus:vic:vic-01-ABY:","T0_4","01-ABY--9-T0-8615","1-ABY-mjp-9.1.H","Albury","0","","1","1"
"aus:vic:vic-01-ABY:","T0_4","01-ABY--9-T0-8620","1-ABY-mjp-9.2.R","Southern Cross","1","","1","1"
"aus:vic:vic-01-ABY:","T0_4","01-ABY--9-T0-8625","1-ABY-mjp-9.1.H","Albury","0","","1","1"
"aus:vic:vic-01-ART:","T2_1","01-ART--10-T2-8180","1-ART-mjp-10.2.R","Southern Cross","1","","1","1"
"aus:vic:vic-01-ART:","T2_1","01-ART--10-T2-8181","1-ART-mjp-10.1.H","Ararat","0","","1","1"
"aus:vic:vic-01-ART:","T2_1","01-ART--10-T2-8182","1-ART-mjp-10.2.R","Southern Cross","1","","1","1"
"aus:vic:vic-01-ART:","T2_1","01-ART--10-T2-8183","1-ART-mjp-10.1.H","Ararat","0","","1","1"
"aus:vic:vic-01-ART:","T2_1","01-ART--10-T2-8184","1-ART-mjp-10.2.R","Southern Cross","1","","1","1"
"aus:vic:vic-01-ART:","T2_1","01-ART--10-T2-8185","1-ART-mjp-10.1.H","Ararat","0","","1","1"
"aus:vic:vic-01-ART:","T2_1","01-ART--10-T2-8186","1-ART-mjp-10.2.R","Southern Cross","1","","1","1"
"aus:vic:vic-01-ART:","T2_1","01-ART--10-T2-8187","1-ART-mjp-10.1.H","Ararat","0","","1","1"
"aus:vic:vic-01-ART:","T2_1","01-ART--10-T2-8188","1-ART-mjp-10.2.R","Southern Cross","1","","1","1"
"aus:vic:vic-01-ART:","T2_1","01-ART--10-T2-8189","1-ART-mjp-10.1.H","Ararat","0","","1","1"
"aus:vic:vic-01-ART:","T3_1","01-ART--11-T3-8180","1-ART-mjp-11.2.R","Southern Cross","1","","1","1"
"aus:vic:vic-01-ART:","T3_1","01-ART--11-T3-8181","1-ART-mjp-11.1.H","Ararat","0","","1","1"
"aus:vic:vic-01-ART:","T3_1","01-ART--11-T3-8182","1-ART-mjp-11.2.R","Southern Cross","1","","1","1"
"aus:vic:vic-01-ART:","T3_1","01-ART--11-T3-8183","1-ART-mjp-11.1.H","Ararat","0","","1","1"
"aus:vic:vic-01-ART:","T3_1","01-ART--11-T3-8184","1-ART-mjp-11.2.R","Southern Cross","1","","1","1"
"aus:vic:vic-01-ART:","T3_1","01-ART--11-T3-8185","1-ART-mjp-11.1.H","Ararat","0","","1","1"
"aus:vic:vic-01-ART:","T3_1","01-ART--11-T3-8186","1-ART-mjp-11.2.R","Southern Cross","1","","1","1"
"aus:vic:vic-01-ART:","T3_1","01-ART--11-T3-8187","1-ART-mjp-11.1.H","Ararat","0","","1","1"
"aus:vic:vic-01-ART:","T3_1","01-ART--11-T3-8188","1-ART-mjp-11.2.R","Southern Cross","1","","1","1"
"aus:vic:vic-01-ART:","T3_1","01-ART--11-T3-8189","1-ART-mjp-11.1.H","Ararat","0","","1","1"
"aus:vic:vic-01-ART:","T0_5","01-ART--12-T0-8180","1-ART-mjp-12.6.R","Southern Cross","1","","1","1"
"aus:vic:vic-01-ART:","T0_5","01-ART--12-T0-8181","1-ART-mjp-12.1.H","Ararat","0","","1","1"
"aus:vic:vic-01-ART:","T0_5","01-ART--12-T0-8182","1-ART-mjp-12.4.R","Ballarat","1","","1","1"
"aus:vic:vic-01-ART:","T0_5","01-ART--12-T0-8183","1-ART-mjp-12.1.H","Ararat","0","","1","1"
"aus:vic:vic-01-ART:","T0_5","01-ART--12-T0-8184","1-ART-mjp-12.5.R","Southern Cross","1","","1","1"
"aus:vic:vic-01-ART:","T0_5","01-ART--12-T0-8185","1-ART-mjp-12.1.H","Ararat","0","","1","1"
"aus:vic:vic-01-ART:","T0_5","01-ART--12-T0-8186","1-ART-mjp-12.5.R","Southern Cross","1","","1","1"
"aus:vic:vic-01-ART:","T0_5","01-ART--12-T0-8187","1-ART-mjp-12.2.H","Ararat","0","","1","1"
"aus:vic:vic-01-ART:","T0_5","01-ART--12-T0-8188","1-ART-mjp-12.5.R","Southern Cross","1","","1","1"
"aus:vic:vic-01-ART:","T0_5","01-ART--12-T0-8189","1-ART-mjp-12.3.H","Ararat","0","","1","1"
"aus:vic:vic-01-ART:","T0_6","01-ART--13-T0-8180","1-ART-mjp-13.6.R","Southern Cross","1","","1","1"
"aus:vic:vic-01-ART:","T0_6","01-ART--13-T0-8181","1-ART-mjp-13.1.H","Ararat","0","","1","1"
"aus:vic:vic-01-ART:","T0_6","01-ART--13-T0-8182","1-ART-mjp-13.4.R","Ballarat","1","","1","1"
"aus:vic:vic-01-ART:","T0_6","01-ART--13-T0-8183","1-ART-mjp-13.1.H","Ararat","0","","1","1"
"aus:vic:vic-01-ART:","T0_6","01-ART--13-T0-8184","1-ART-mjp-13.5.R","Southern Cross","1","","1","1"
"aus:vic:vic-01-ART:","T0_6","01-ART--13-T0-8185","1-ART-mjp-13.1.H","Ararat","0","","1","1"
"aus:vic:vic-01-ART:","T0_6","01-ART--13-T0-8186","1-ART-mjp-13.5.R","Southern Cross","1","","1","1"
"aus:vic:vic-01-ART:","T0_6","01-ART--13-T0-8187","1-ART-mjp-13.2.H","Ararat","0","","1","1"
"aus:vic:vic-01-ART:","T0_6","01-ART--13-T0-8188","1-ART-mjp-13.5.R","Southern Cross","1","","1","1"
"aus:vic:vic-01-ART:","T0_6","01-ART--13-T0-8189","1-ART-mjp-13.3.H","Ararat","0","","1","1"
"aus:vic:vic-01-ART:","T0_7","01-ART--14-T0-8180","1-ART-mjp-14.6.R","Southern Cross","1","","1","1"
"aus:vic:vic-01-ART:","T0_7","01-ART--14-T0-8181","1-ART-mjp-14.1.H","Ararat","0","","1","1"
"aus:vic:vic-01-ART:","T0_7","01-ART--14-T0-8182","1-ART-mjp-14.4.R","Ballarat","1","","1","1"
"aus:vic:vic-01-ART:","T0_7","01-ART--14-T0-8183","1-ART-mjp-14.1.H","Ararat","0","","1","1"
"aus:vic:vic-01-ART:","T0_7","01-ART--14-T0-8184","1-ART-mjp-14.5.R","Southern Cross","1","","1","1"
"aus:vic:vic-01-ART:","T0_7","01-ART--14-T0-8185","1-ART-mjp-14.1.H","Ararat","0","","1","1"
"aus:vic:vic-01-ART:","T0_7","01-ART--14-T0-8186","1-ART-mjp-14.5.R","Southern Cross","1","","1","1"
"aus:vic:vic-01-ART:","T0_7","01-ART--14-T0-8187","1-ART-mjp-14.2.H","Ararat","0","","1","1"
"aus:vic:vic-01-ART:","T0_7","01-ART--14-T0-8188","1-ART-mjp-14.5.R","Southern Cross","1","","1","1"
"aus:vic:vic-01-ART:","T0_7","01-ART--14-T0-8189","1-ART-mjp-14.3.H","Ararat","0","","1","1"
"aus:vic:vic-01-ART:","T2_2","01-ART--14-T2-8180","1-ART-mjp-14.5.R","Southern Cross","1","","1","1"
"aus:vic:vic-01-ART:","T2_2","01-ART--14-T2-8181","1-ART-mjp-14.1.H","Ararat","0","","1","1"
"aus:vic:vic-01-ART:","T2_2","01-ART--14-T2-8182","1-ART-mjp-14.5.R","Southern Cross","1","","1","1"
"aus:vic:vic-01-ART:","T2_2","01-ART--14-T2-8183","1-ART-mjp-14.1.H","Ararat","0","","1","1"
"aus:vic:vic-01-ART:","T2_2","01-ART--14-T2-8184","1-ART-mjp-14.5.R","Southern Cross","1","","1","1"
"aus:vic:vic-01-ART:","T2_2","01-ART--14-T2-8185","1-ART-mjp-14.1.H","Ararat","0","","1","1"
"aus:vic:vic-01-ART:","T2_2","01-ART--14-T2-8186","1-ART-mjp-14.5.R","Southern Cross","1","","1","1"
"aus:vic:vic-01-ART:","T2_2","01-ART--14-T2-8187","1-ART-mjp-14.1.H","Ararat","0","","1","1"
"aus:vic:vic-01-ART:","T2_2","01-ART--14-T2-8188","1-ART-mjp-14.5.R","Southern Cross","1","","1","1"
"aus:vic:vic-01-ART:","T2_2","01-ART--14-T2-8189","1-ART-mjp-14.1.H","Ararat","0","","1","1"
"aus:vic:vic-01-ART:","T3_2","01-ART--14-T3-8180","1-ART-mjp-14.5.R","Southern Cross","1","","1","1"
"aus:vic:vic-01-ART:","T3_2","01-ART--14-T3-8181","1-ART-mjp-14.1.H","Ararat","0","","1","1"
"aus:vic:vic-01-ART:","T3_2","01-ART--14-T3-8182","1-ART-mjp-14.5.R","Southern Cross","1","","1","1"
"aus:vic:vic-01-ART:","T3_2","01-ART--14-T3-8183","1-ART-mjp-14.1.H","Ararat","0","","1","1"
"aus:vic:vic-01-ART:","T3_2","01-ART--14-T3-8184","1-ART-mjp-14.5.R","Southern Cross","1","","1","1"
"aus:vic:vic-01-ART:","T3_2","01-ART--14-T3-8185","1-ART-mjp-14.1.H","Ararat","0","","1","1"
"aus:vic:vic-01-ART:","T3_2","01-ART--14-T3-8186","1-ART-mjp-14.5.R","Southern Cross","1","","1","1"
"aus:vic:vic-01-ART:","T3_2","01-ART--14-T3-8187","1-ART-mjp-14.1.H","Ararat","0","","1","1"
"aus:vic:vic-01-ART:","T3_2","01-ART--14-T3-8188","1-ART-mjp-14.5.R","Southern Cross","1","","1","1"
"aus:vic:vic-01-ART:","T3_2","01-ART--14-T3-8189","1-ART-mjp-14.1.H","Ararat","0","","1","1"
"aus:vic:vic-01-ART:","T0","01-ART--3-T0-8180","1-ART-mjp-3.6.R","Southern Cross","1","","1","1"
"aus:vic:vic-01-ART:","T0","01-ART--3-T0-8181","1-ART-mjp-3.1.H","Ararat","0","","1","1"
"aus:vic:vic-01-ART:","T0","01-ART--3-T0-8182","1-ART-mjp-3.4.R","Ballarat","1","","1","1"
"aus:vic:vic-01-ART:","T0","01-ART--3-T0-8183","1-ART-mjp-3.1.H","Ararat","0","","1","1"
"aus:vic:vic-01-ART:","T0","01-ART--3-T0-8184","1-ART-mjp-3.5.R","Southern Cross","1","","1","1"
"aus:vic:vic-01-ART:","T0","01-ART--3-T0-8185","1-ART-mjp-3.1.H","Ararat","0","","1","1"
"aus:vic:vic-01-ART:","T0","01-ART--3-T0-8186","1-ART-mjp-3.5.R","Southern Cross","1","","1","1"
"aus:vic:vic-01-ART:","T0","01-ART--3-T0-8187","1-ART-mjp-3.2.H","Ararat","0","","1","1"
"aus:vic:vic-01-ART:","T0","01-ART--3-T0-8188","1-ART-mjp-3.5.R","Southern Cross","1","","1","1"
"aus:vic:vic-01-ART:","T0","01-ART--3-T0-8189","1-ART-mjp-3.3.H","Ararat","0","","1","1"
"aus:vic:vic-01-ART:","T0_1","01-ART--4-T0-8180","1-ART-mjp-4.6.R","Southern Cross","1","","1","1"
"aus:vic:vic-01-ART:","T0_1","01-ART--4-T0-8181","1-ART-mjp-4.1.H","Ararat","0","","1","1"
"aus:vic:vic-01-ART:","T0_1","01-ART--4-T0-8182","1-ART-mjp-4.4.R","Ballarat","1","","1","1"
"aus:vic:vic-01-ART:","T0_1","01-ART--4-T0-8183","1-ART-mjp-4.1.H","Ararat","0","","1","1"
"aus:vic:vic-01-ART:","T0_1","01-ART--4-T0-8184","1-ART-mjp-4.5.R","Southern Cross","1","","1","1"
"aus:vic:vic-01-ART:","T0_1","01-ART--4-T0-8185","1-ART-mjp-4.1.H","Ararat","0","","1","1"
"aus:vic:vic-01-ART:","T0_1","01-ART--4-T0-8186","1-ART-mjp-4.5.R","Southern Cross","1","","1","1"
"aus:vic:vic-01-ART:","T0_1","01-ART--4-T0-8187","1-ART-mjp-4.2.H","Ararat","0","","1","1"
"aus:vic:vic-01-ART:","T0_1","01-ART--4-T0-8188","1-ART-mjp-4.5.R","Southern Cross","1","","1","1"
"aus:vic:vic-01-ART:","T0_1","01-ART--4-T0-8189","1-ART-mjp-4.3.H","Ararat","0","","1","1"
"aus:vic:vic-01-ART:","T2","01-ART--5-T2-8180","1-ART-mjp-5.2.R","Southern Cross","1","","1","1"
"aus:vic:vic-01-ART:","T2","01-ART--5-T2-8181","1-ART-mjp-5.1.H","Ararat","0","","1","1"
"aus:vic:vic-01-ART:","T2","01-ART--5-T2-8182","1-ART-mjp-5.2.R","Southern Cross","1","","1","1"
"aus:vic:vic-01-ART:","T2","01-ART--5-T2-8183","1-ART-mjp-5.1.H","Ararat","0","","1","1"
"aus:vic:vic-01-ART:","T2","01-ART--5-T2-8184","1-ART-mjp-5.2.R","Southern Cross","1","","1","1"
"aus:vic:vic-01-ART:","T2","01-ART--5-T2-8185","1-ART-mjp-5.1.H","Ararat","0","","1","1"
"aus:vic:vic-01-ART:","T2","01-ART--5-T2-8186","1-ART-mjp-5.2.R","Southern Cross","1","","1","1"
"aus:vic:vic-01-ART:","T2","01-ART--5-T2-8187","1-ART-mjp-5.1.H","Ararat","0","","1","1"
"aus:vic:vic-01-ART:","T2","01-ART--5-T2-8188","1-ART-mjp-5.2.R","Southern Cross","1","","1","1"
"aus:vic:vic-01-ART:","T2","01-ART--5-T2-8189","1-ART-mjp-5.1.H","Ararat","0","","1","1"
"aus:vic:vic-01-ART:","T3","01-ART--6-T3-8180","1-ART-mjp-6.2.R","Southern Cross","1","","1","1"
"aus:vic:vic-01-ART:","T3","01-ART--6-T3-8181","1-ART-mjp-6.1.H","Ararat","0","","1","1"
"aus:vic:vic-01-ART:","T3","01-ART--6-T3-8182","1-ART-mjp-6.2.R","Southern Cross","1","","1","1"
"aus:vic:vic-01-ART:","T3","01-ART--6-T3-8183","1-ART-mjp-6.1.H","Ararat","0","","1","1"
"aus:vic:vic-01-ART:","T3","01-ART--6-T3-8184","1-ART-mjp-6.2.R","Southern Cross","1","","1","1"
"aus:vic:vic-01-ART:","T3","01-ART--6-T3-8185","1-ART-mjp-6.1.H","Ararat","0","","1","1"
"aus:vic:vic-01-ART:","T3","01-ART--6-T3-8186","1-ART-mjp-6.2.R","Southern Cross","1","","1","1"
"aus:vic:vic-01-ART:","T3","01-ART--6-T3-8187","1-ART-mjp-6.1.H","Ararat","0","","1","1"
"aus:vic:vic-01-ART:","T3","01-ART--6-T3-8188","1-ART-mjp-6.2.R","Southern Cross","1","","1","1"
"aus:vic:vic-01-ART:","T0_2","01-ART--7-T0-8180","1-ART-mjp-7.6.R","Southern Cross","1","","1","1"
"aus:vic:vic-01-ART:","T0_2","01-ART--7-T0-8181","1-ART-mjp-7.1.H","Ararat","0","","1","1"
"aus:vic:vic-01-ART:","T0_2","01-ART--7-T0-8182","1-ART-mjp-7.4.R","Ballarat","1","","1","1"
"aus:vic:vic-01-ART:","T0_2","01-ART--7-T0-8183","1-ART-mjp-7.1.H","Ararat","0","","1","1"
"aus:vic:vic-01-ART:","T0_2","01-ART--7-T0-8184","1-ART-mjp-7.5.R","Southern Cross","1","","1","1"
"aus:vic:vic-01-ART:","T0_2","01-ART--7-T0-8185","1-ART-mjp-7.1.H","Ararat","0","","1","1"
"aus:vic:vic-01-ART:","T0_2","01-ART--7-T0-8186","1-ART-mjp-7.5.R","Southern Cross","1","","1","1"
"aus:vic:vic-01-ART:","T0_2","01-ART--7-T0-8187","1-ART-mjp-7.2.H","Ararat","0","","1","1"
"aus:vic:vic-01-ART:","T0_2","01-ART--7-T0-8188","1-ART-mjp-7.5.R","Southern Cross","1","","1","1"
"aus:vic:vic-01-ART:","T0_2","01-ART--7-T0-8189","1-ART-mjp-7.3.H","Ararat","0","","1","1"
"aus:vic:vic-01-ART:","T0_3","01-ART--8-T0-8180","1-ART-mjp-8.6.R","Southern Cross","1","","1","1"
"aus:vic:vic-01-ART:","T0_3","01-ART--8-T0-8181","1-ART-mjp-8.1.H","Ararat","0","","1","1"
"aus:vic:vic-01-ART:","T0_3","01-ART--8-T0-8182","1-ART-mjp-8.4.R","Ballarat","1","","1","1"
"aus:vic:vic-01-ART:","T0_3","01-ART--8-T0-8183","1-ART-mjp-8.1.H","Ararat","0","","1","1"
"aus:vic:vic-01-ART:","T0_3","01-ART--8-T0-8184","1-ART-mjp-8.5.R","Southern Cross","1","","1","1"
"aus:vic:vic-01-ART:","T0_3","01-ART--8-T0-8185","1-ART-mjp-8.1.H","Ararat","0","","1","1"
"aus:vic:vic-01-ART:","T0_3","01-ART--8-T0-8186","1-ART-mjp-8.5.R","Southern Cross","1","","1","1"
"aus:vic:vic-01-ART:","T0_3","01-ART--8-T0-8187","1-ART-mjp-8.2.H","Ararat","0","","1","1"
"aus:vic:vic-01-ART:","T0_3","01-ART--8-T0-8188","1-ART-mjp-8.5.R","Southern Cross","1","","1","1"
"aus:vic:vic-01-ART:","T0_3","01-ART--8-T0-8189","1-ART-mjp-8.3.H","Ararat","0","","1","1"
"aus:vic:vic-01-ART:","T0_4","01-ART--9-T0-8180","1-ART-mjp-9.6.R","Southern Cross","1","","1","1"
"aus:vic:vic-01-ART:","T0_4","01-ART--9-T0-8181","1-ART-mjp-9.1.H","Ararat","0","","1","1"
"aus:vic:vic-01-ART:","T0_4","01-ART--9-T0-8182","1-ART-mjp-9.4.R","Ballarat","1","","1","1"
"aus:vic:vic-01-ART:","T0_4","01-ART--9-T0-8183","1-ART-mjp-9.1.H","Ararat","0","","1","1"
"aus:vic:vic-01-ART:","T0_4","01-ART--9-T0-8184","1-ART-mjp-9.5.R","Southern Cross","1","","1","1"
"aus:vic:vic-01-ART:","T0_4","01-ART--9-T0-8185","1-ART-mjp-9.1.H","Ararat","0","","1","1"
"aus:vic:vic-01-ART:","T0_4","01-ART--9-T0-8186","1-ART-mjp-9.5.R","Southern Cross","1","","1","1"
